n_filmes,n_categorias,t_restante,t_execucao,n_filmes,
1000,1,23,0.000037,1
1000,2,15,0.000038,3
1000,3,5,0.000044,9
1000,4,5,0.000041,11
1000,5,2,0.000053,9
1000,6,1,0.000056,13
1000,7,1,0.000052,12
1000,8,0,0.000049,11
1000,9,0,0.000050,12
1000,10,1,0.000052,11
1000,11,0,0.000047,11
1000,12,1,0.000048,11
1000,13,0,0.000045,14
1000,14,2,0.000059,12
1000,15,0,0.000047,12
1000,16,0,0.000047,11
1000,17,1,0.000048,11
1000,18,0,0.000045,12
1000,19,0,0.000050,12
1000,20,1,0.000043,9
1000,21,0,0.000044,11
1000,22,0,0.000044,10
1000,23,1,0.000073,10
1000,24,0,0.000047,11
1000,25,0,0.000048,12
1000,27,0,0.000047,9
1000,28,0,0.000048,11
1000,29,1,0.000050,9
1000,31,1,0.000055,14
1000,32,0,0.000048,16
1000,33,1,0.000046,11
1000,34,2,0.000062,12
1000,35,0,0.000052,12
1000,36,1,0.000051,12
1000,37,0,0.000049,14
1000,38,0,0.000044,10
1000,39,1,0.000052,12
1000,40,0,0.000045,11
1000,41,0,0.000053,13
1000,43,1,0.000057,11
1000,44,0,0.000046,12
1000,45,1,0.000054,12
1000,46,0,0.000049,13
1000,48,1,0.000047,10
1000,49,0,0.000048,12
1000,50,0,0.000045,10
1000,51,0,0.000049,11
1000,52,0,0.000044,11
1000,53,1,0.000054,13
1000,54,1,0.000053,13
1000,55,0,0.000048,11
1000,56,0,0.000044,11
1000,57,1,0.000060,11
1000,58,0,0.000047,11
1000,59,0,0.000048,10
1000,60,0,0.000049,12
1000,61,1,0.000051,9
1000,62,0,0.000048,11
1000,63,0,0.000043,9
1000,65,1,0.000047,10
1000,66,0,0.000063,12
1000,67,1,0.000051,11
1000,68,1,0.000054,15
1000,69,0,0.000049,13
1000,70,0,0.000047,10
1000,71,0,0.000047,9
1000,72,1,0.000052,9
1000,73,0,0.000047,11
1000,74,0,0.000053,11
1000,75,1,0.000086,10
1000,76,4,0.000065,11
1000,77,0,0.000046,12
1000,78,0,0.000046,13
1000,79,0,0.000046,13
1000,80,0,0.000046,8
1000,81,0,0.000048,13
1000,82,0,0.000055,13
1000,83,0,0.000045,12
1000,84,1,0.000046,8
1000,85,0,0.000047,12
1000,87,0,0.000047,10
1000,88,0,0.000045,12
1000,89,0,0.000049,11
1000,90,1,0.000047,11
1000,91,1,0.000045,10
1000,92,0,0.000044,10
1000,93,0,0.000045,14
1000,94,0,0.000042,13
1000,95,0,0.000049,12
1000,96,0,0.000049,14
1000,97,0,0.000095,12
1000,98,0,0.000045,11
1000,99,0,0.000049,9
1000,100,1,0.000057,11
2000,1,20,0.000074,1
2000,2,14,0.000075,3
2000,3,14,0.000075,4
2000,4,0,0.000109,11
2000,5,0,0.000096,12
2000,6,0,0.000083,10
2000,7,0,0.000091,12
2000,8,0,0.000089,11
2000,9,0,0.000103,12
2000,10,0,0.000096,13
2000,11,0,0.000091,13
2000,12,0,0.000089,10
2000,13,0,0.000089,12
2000,14,0,0.000094,14
2000,15,0,0.000086,12
2000,16,0,0.000084,12
2000,17,0,0.000096,12
2000,18,0,0.000094,11
2000,19,0,0.000087,10
2000,20,0,0.000085,12
2000,22,0,0.000103,11
2000,23,0,0.000089,11
2000,24,0,0.000099,15
2000,25,0,0.000102,13
2000,26,0,0.000082,9
2000,27,0,0.000091,13
2000,28,0,0.000085,10
2000,29,0,0.000101,12
2000,30,0,0.000102,11
2000,31,0,0.000093,11
2000,32,0,0.000095,12
2000,33,0,0.000091,13
2000,34,0,0.000094,12
2000,35,0,0.000083,13
2000,36,0,0.000086,11
2000,37,0,0.000107,13
2000,38,0,0.000264,10
2000,39,0,0.000093,16
2000,40,0,0.000081,7
2000,41,0,0.000089,13
2000,42,0,0.000092,14
2000,43,0,0.000092,10
2000,44,0,0.000093,13
2000,45,1,0.000089,12
2000,46,0,0.000081,11
2000,47,0,0.000097,12
2000,48,0,0.000083,12
2000,49,0,0.000089,12
2000,50,0,0.000082,12
2000,51,0,0.000083,12
2000,52,0,0.000105,9
2000,53,0,0.000085,9
2000,54,0,0.000084,10
2000,55,0,0.000095,13
2000,56,0,0.000081,9
2000,57,0,0.000106,11
2000,58,0,0.000097,17
2000,59,0,0.000087,12
2000,60,0,0.000088,12
2000,61,0,0.000084,12
2000,62,0,0.000086,13
2000,63,0,0.000081,11
2000,64,0,0.000095,13
2000,65,0,0.000086,13
2000,66,0,0.000086,12
2000,67,0,0.000090,12
2000,68,0,0.000096,14
2000,69,0,0.000089,12
2000,70,0,0.000084,11
2000,71,0,0.000095,11
2000,72,1,0.000092,13
2000,74,0,0.000090,12
2000,75,0,0.000089,10
2000,76,0,0.000087,11
2000,77,0,0.000092,13
2000,78,0,0.000111,13
2000,79,0,0.000091,13
2000,80,0,0.000090,14
2000,81,0,0.000085,12
2000,82,0,0.000088,12
2000,83,0,0.000089,12
2000,84,0,0.000086,11
2000,85,0,0.000098,13
2000,86,0,0.000085,10
2000,87,0,0.000105,11
2000,88,0,0.000086,12
2000,89,0,0.000122,12
2000,90,0,0.000090,15
2000,91,0,0.000082,9
2000,92,0,0.000088,12
2000,93,1,0.000101,10
2000,94,0,0.000087,11
2000,95,0,0.000098,10
2000,96,0,0.000091,12
2000,97,0,0.000087,11
2000,98,0,0.000085,11
2000,99,0,0.000085,13
2000,100,0,0.000086,13
